Client_ID,Username,Email,Age,Gender,Annual_Income,Purchase_Frequency,Amount_Spent,Product_Category,Time_Spent,Payment_Method,Discount_Used,Fraud
02812,Chad Wright,chad.wr@yahoo.com,32,Female,56145,1,332.54,Electronic,15.4,PayPal,1,0
02813,Matthew Flores,matthew.fl@yahoo.com,20,Male,65192,1,448.05,Electronic,49.14,PayPal,0,0
02814,Gregory Cox,gregory.co@hotmail.com,32,Female,62286,4,1082.92,Books,65.12,PayPal,1,0
02815,Mary Montgomery,mary.mo@hotmail.com,28,Male,70775,5,1512.1,Home,21.32,PayPal,0,0
02816,Jessica Carter,jessica.ca@gmail.com,28,Female,33037,3,1189.41,Sports,52.86,Wire,0,0
02817,Derrick Gonzalez,derrick.go@gmail.com,46,Male,35709,1,106.63,Books,36.04,PayPal,1,0
02818,Angela Marshall,angela.ma@gmail.com,33,Female,68856,2,638.74,Electronic,42.15,Debit Card,0,0
02819,Bryan Coleman,bryan.co@gmail.com,42,Female,69487,1,307.44,Sports,36.9,Credit Card,1,0
02820,Adam Cantu,adam.ca@gmail.com,41,Female,43102,1,303.11,Toys,42.99,Wire,1,0
02821,Rebecca Cox,rebecca.co@yahoo.com,28,Male,45866,3,679.65,Books,22.68,Wire,0,0
02822,Mark Garcia,mark.ga@hotmail.com,38,Male,77859,1,100.51,Home,33.82,Debit Card,0,0
02823,Robert Chambers,robert.ch@gmail.com,38,Female,59939,3,848.32,Books,60.78,Credit Card,0,1
02824,Susan Ortiz,susan.or@yahoo.com,43,Female,57958,2,566.55,Fashion,23.95,PayPal,0,0
02825,Tammy Paul,tammy.pa@gmail.com,22,Female,72169,2,517.76,Fashion,27.13,PayPal,0,0
02826,Michael Benton,michael.be@gmail.com,31,Female,46493,3,1327.08,Toys,25.98,Debit Card,0,0
02827,Susan Walker,susan.wa@hotmail.com,42,Male,45723,1,493.26,Fashion,35.46,Credit Card,0,0
02828,Joann Schneider,joann.sc@hotmail.com,28,Other,34164,1,141.34,Electronic,34.02,PayPal,0,1
02829,Pamela Foster,pamela.fo@yahoo.com,41,Male,58558,3,1118.91,Home,65.07,Wire,1,0
02830,Jennifer Page,jennifer.pa@gmail.com,18,Male,57502,1,295.83,Toys,30.17,Debit Card,0,0
02831,Chelsea Watson,chelsea.wa@hotmail.com,47,Male,28585,2,392.11,Toys,59.66,Credit Card,0,0
02832,David Turner,david.tu@yahoo.com,33,Female,51687,1,299.76,Books,32.14,Wire,1,0
02833,Hannah Lane,hannah.la@gmail.com,31,Male,26588,2,134.35,Sports,40.47,Debit Card,1,0
02834,Ruben Todd,ruben.to@gmail.com,30,Male,48088,1,251.86,Toys,31.0,PayPal,0,0
02835,Marie Hicks,marie.hi@yahoo.com,41,Male,47839,3,146.26,Home,21.52,PayPal,0,0
02836,Mark Lopez,mark.lo@hotmail.com,36,Male,15178,1,39.66,Sports,42.97,Debit Card,0,0
02837,Kevin Alexander,kevin.al@hotmail.com,23,Male,67319,3,791.02,Fashion,22.07,Credit Card,0,0
02838,Charles Bullock,charles.bu@yahoo.com,49,Female,46684,3,1252.23,Home,17.09,PayPal,1,0
02839,Natalie Love,natalie.lo@hotmail.com,37,Female,53932,2,154.49,Home,56.75,Wire,0,0
02840,Jennifer Bauer,jennifer.ba@yahoo.com,33,Female,74542,3,591.4,Sports,47.38,PayPal,0,0
02841,Christopher Mccoy,christopher.mc@yahoo.com,42,Male,60205,2,688.54,Sports,20.81,Credit Card,0,0
02842,Alan Wilkerson,alan.wi@yahoo.com,47,Male,73470,1,284.01,Sports,33.23,Credit Card,0,0
02843,Theresa Baker,theresa.ba@gmail.com,35,Female,46285,7,2725.27,Home,50.98,Debit Card,0,0
02844,Tracey Wilson,tracey.wi@hotmail.com,37,Female,41915,3,921.64,Fashion,42.84,PayPal,0,0
02845,Anna Edwards,anna.ed@gmail.com,20,Other,52236,4,43.44,Electronic,56.02,Credit Card,0,0
02846,Christopher Osborne,christopher.os@hotmail.com,31,Female,32548,1,380.73,Toys,8.31,Debit Card,0,0
02847,Joshua Walker,joshua.wa@gmail.com,32,Male,61966,5,2293.64,Home,47.3,Credit Card,0,0
02848,Alec Butler,alec.bu@hotmail.com,36,Female,56014,1,150.78,Fashion,15.21,Wire,0,0
02849,Jared Morris,jared.mo@gmail.com,44,Male,71911,1,44.91,Electronic,39.74,PayPal,1,0
02850,Kathleen Jones,kathleen.jo@hotmail.com,22,Male,46275,1,438.11,Fashion,50.29,Credit Card,0,0
02851,Erica Carney,erica.ca@hotmail.com,42,Female,41885,1,138.2,Sports,41.69,Credit Card,1,0
02852,William Walker,william.wa@yahoo.com,50,Male,43870,5,455.73,Sports,19.12,Credit Card,0,0
02853,Sharon Bennett,sharon.be@hotmail.com,42,Female,62910,3,188.68,Fashion,55.69,Wire,1,0
02854,Connor Davis,connor.da@gmail.com,33,Male,34032,1,192.04,Books,59.7,PayPal,0,0
02855,Norma Morton,norma.mo@yahoo.com,32,Male,76464,3,323.18,Books,45.99,PayPal,0,0
02856,Emily Bishop,emily.bi@yahoo.com,25,Male,79428,2,982.11,Fashion,13.34,PayPal,0,0
02857,Karen Anderson,karen.an@yahoo.com,24,Female,54403,1,478.09,Sports,47.57,Debit Card,0,0
02858,Sheri Williams,sheri.wi@gmail.com,26,Male,72051,2,383.36,Sports,51.72,Debit Card,0,0
02859,Luis Shannon,luis.sh@yahoo.com,41,Female,36361,1,497.49,Sports,37.76,PayPal,0,0
02860,Robert Torres,robert.to@gmail.com,43,Female,46453,1,243.67,Toys,11.63,Debit Card,1,0
02861,Debbie Lopez,debbie.lo@hotmail.com,43,Female,85200,3,895.36,Home,52.72,Debit Card,1,0
02862,Julie Hart,julie.ha@gmail.com,31,Female,12815,1,394.0,Sports,49.06,Credit Card,0,0
02863,Jim Cooper,jim.co@yahoo.com,37,Female,44002,1,233.96,Electronic,52.71,Wire,1,0
02864,Richard Price,richard.pr@gmail.com,32,Male,55809,1,474.34,Toys,28.19,Credit Card,0,0
02865,Javier Armstrong,javier.ar@yahoo.com,34,Female,40065,6,2707.98,Sports,58.68,Credit Card,0,0
02866,Stephanie Parker,stephanie.pa@gmail.com,30,Male,71671,3,49.9,Books,34.73,Debit Card,0,0
02867,Gina Collins,gina.co@gmail.com,36,Female,76679,1,154.97,Sports,52.34,Credit Card,0,0
02868,Alexander Bradley,alexander.br@gmail.com,35,Female,41039,1,306.1,Toys,19.77,Credit Card,0,0
02869,Joseph Roberts,joseph.ro@yahoo.com,37,Male,41640,1,361.3,Books,61.97,PayPal,0,0
02870,Curtis Cruz,curtis.cr@yahoo.com,34,Male,43822,1,81.29,Home,21.74,Debit Card,0,0
02871,Tammy Warren,tammy.wa@yahoo.com,25,Male,32963,1,163.23,Home,14.48,Debit Card,0,0
02872,Amy Allen,amy.al@yahoo.com,23,Male,44995,2,773.94,Fashion,46.84,Debit Card,0,0
02873,Walter Barajas,walter.ba@yahoo.com,35,Male,42332,2,964.23,Toys,13.25,Wire,0,0
02874,Mario Hernandez,mario.he@gmail.com,32,Male,37518,1,185.46,Home,47.12,PayPal,0,0
02875,Nicole Martin,nicole.ma@hotmail.com,25,Male,26292,4,1379.99,Sports,36.99,Wire,0,0
02876,Vanessa Hall,vanessa.ha@yahoo.com,25,Other,59387,4,1457.47,Home,35.37,Credit Card,0,0
02877,Joshua Garcia,joshua.ga@gmail.com,25,Male,59449,2,64.23,Books,46.57,Credit Card,1,0
02878,Michael Burnett,michael.bu@hotmail.com,29,Male,46505,1,122.42,Books,50.61,Wire,0,0
02879,Andrea Gonzalez,andrea.go@gmail.com,21,Female,55566,1,79.18,Toys,60.09,Credit Card,0,0
02880,Kyle Foster,kyle.fo@gmail.com,33,Male,43206,6,428.92,Books,26.92,PayPal,0,0
02881,Derek Bradshaw,derek.br@hotmail.com,46,Female,26729,1,494.04,Electronic,28.75,PayPal,1,0
02882,Monique Bruce,monique.br@yahoo.com,23,Female,52584,6,1152.64,Sports,46.47,Debit Card,0,0
02883,Elizabeth Callahan,elizabeth.ca@yahoo.com,41,Female,74609,1,349.32,Books,31.75,Wire,0,0
02884,Jennifer Davis,jennifer.da@yahoo.com,42,Male,44097,1,464.32,Books,43.18,PayPal,0,0
02885,Alexander Lopez,alexander.lo@yahoo.com,38,Female,48862,1,263.53,Sports,13.68,Debit Card,0,0
02886,David Salazar,david.sa@yahoo.com,35,Male,46468,1,14.21,Books,11.04,Wire,1,0
02887,Juan Marshall,juan.ma@yahoo.com,41,Male,70945,2,476.76,Home,13.53,PayPal,0,1
02888,Karen Perez,karen.pe@hotmail.com,43,Female,27752,1,465.0,Toys,9.91,PayPal,0,0
02889,Richard Robinson,richard.ro@gmail.com,47,Other,29673,1,413.88,Toys,18.23,PayPal,0,0
02890,Emily Murray,emily.mu@gmail.com,39,Male,53896,2,321.25,Electronic,43.67,Credit Card,0,0
02891,Molly Byrd,molly.by@gmail.com,42,Female,47262,2,448.03,Electronic,14.15,Credit Card,1,0
02892,Jose Jones,jose.jo@yahoo.com,49,Male,48508,2,402.54,Books,47.87,Credit Card,1,0
02893,James Edwards,james.ed@hotmail.com,28,Female,52433,1,287.83,Toys,55.31,Debit Card,0,0
02894,Ashlee Fleming,ashlee.fl@hotmail.com,33,Female,24184,1,131.03,Sports,35.88,Wire,0,0
02895,Diana Mora,diana.mo@gmail.com,66,Female,84258,2,194.92,Toys,55.8,PayPal,0,0
02896,Victoria Hicks,victoria.hi@hotmail.com,26,Female,58307,3,1049.31,Books,59.83,PayPal,0,0
02897,Erik Hull,erik.hu@hotmail.com,48,Male,27589,1,247.13,Toys,43.16,Debit Card,0,0
02898,Trevor Thomas,trevor.th@gmail.com,48,Female,28554,1,338.66,Sports,40.49,Debit Card,0,0
02899,Susan Williams,susan.wi@gmail.com,23,Male,50289,3,1009.13,Home,36.92,Wire,0,0
02900,Jennifer Buchanan,jennifer.bu@yahoo.com,43,Male,47558,2,492.3,Sports,40.68,Debit Card,0,0
02901,Timothy Collier,timothy.co@yahoo.com,31,Female,68084,2,684.87,Fashion,39.43,Debit Card,0,0
02902,Christopher Williams,christopher.wi@hotmail.com,42,Female,52488,1,380.08,Electronic,15.43,Wire,0,0
02903,Suzanne Clark,suzanne.cl@gmail.com,31,Female,24179,7,1787.29,Electronic,24.41,Wire,0,0
02904,Michael Jarvis,michael.ja@yahoo.com,36,Male,60962,3,157.76,Toys,65.76,PayPal,0,0
02905,Daniel White,daniel.wh@gmail.com,31,Female,58032,2,646.63,Home,50.61,Credit Card,0,0
02906,Tony Oneal,tony.on@gmail.com,46,Male,51042,2,124.75,Toys,59.68,Wire,1,0
02907,Jorge Wolf,jorge.wo@gmail.com,32,Female,41771,4,1234.54,Fashion,19.87,PayPal,0,1
02908,Brian Obrien,brian.ob@gmail.com,23,Male,66649,1,118.96,Toys,52.69,Credit Card,0,0
02909,Mary Nelson,mary.ne@yahoo.com,31,Male,54896,2,645.45,Electronic,33.78,PayPal,0,0
02910,Timothy Whitaker,timothy.wh@yahoo.com,43,Male,81326,2,784.19,Sports,24.44,Credit Card,1,0
02911,John Williams,john.wi@yahoo.com,19,Female,43089,2,411.15,Fashion,29.82,Debit Card,0,0
02912,Connor Fernandez,connor.fe@gmail.com,25,Female,36907,1,371.79,Electronic,29.11,PayPal,0,0
02913,Teresa Young,teresa.yo@hotmail.com,28,Male,40964,1,261.33,Sports,14.16,Debit Card,0,0
02914,Sheila Fisher,sheila.fi@hotmail.com,38,Female,70646,1,486.18,Books,17.41,Wire,0,0
02915,Jose Murphy,jose.mu@yahoo.com,19,Male,62351,2,95.67,Sports,15.63,Credit Card,1,0
02916,David Mitchell,david.mi@hotmail.com,37,Female,51039,4,839.54,Fashion,27.43,PayPal,0,1
02917,Steven Rice,steven.ri@gmail.com,49,Male,63665,1,20.06,Toys,24.53,Credit Card,0,0
02918,Tina Willis,tina.wi@yahoo.com,40,Male,67459,3,58.56,Books,59.12,Debit Card,1,0
02919,Joseph Stanley,joseph.st@yahoo.com,30,Female,50649,1,118.61,Fashion,60.37,Credit Card,0,0
02920,Joel Johnson,joel.jo@yahoo.com,32,Male,58843,2,811.64,Fashion,12.65,Debit Card,0,0
02921,Christopher Howell,christopher.ho@hotmail.com,34,Male,23942,1,34.66,Electronic,8.74,Credit Card,0,0
02922,Stacey Sanders,stacey.sa@hotmail.com,27,Female,55052,3,306.29,Home,48.22,Wire,0,0
02923,Tiffany Farley,tiffany.fa@gmail.com,19,Female,64226,2,110.72,Books,58.54,PayPal,0,0
02924,John Porter,john.po@gmail.com,32,Female,62681,1,26.42,Home,37.05,PayPal,1,0
02925,Randy Short,randy.sh@gmail.com,26,Male,54730,3,618.09,Electronic,52.23,PayPal,0,0
02926,Kimberly Coleman,kimberly.co@hotmail.com,21,Male,33360,2,566.1,Books,15.21,Wire,0,0
02927,Mia Johnson,mia.jo@yahoo.com,30,Male,68226,2,856.89,Electronic,25.88,PayPal,0,0
02928,Sara Rhodes,sara.rh@gmail.com,21,Female,52272,1,456.98,Fashion,34.23,Debit Card,1,0
02929,Nathan Carter,nathan.ca@yahoo.com,38,Male,56364,3,1252.25,Sports,60.52,PayPal,0,0
02930,Tammy Smith,tammy.sm@hotmail.com,39,Female,48151,2,43.63,Fashion,10.59,Credit Card,1,0
02931,Caleb Edwards,caleb.ed@yahoo.com,23,Male,54337,3,415.65,Sports,47.41,Debit Card,0,0
02932,Brittany Norman,brittany.no@gmail.com,36,Female,63113,2,469.39,Toys,26.33,Wire,0,0
02933,Ryan Glass,ryan.gl@hotmail.com,33,Male,56200,1,56.15,Toys,9.65,Wire,0,0
02934,Shannon Wells,shannon.we@hotmail.com,28,Male,44127,1,456.13,Electronic,39.95,PayPal,0,0
02935,Kimberly Cochran,kimberly.co@hotmail.com,48,Female,49245,1,138.22,Electronic,35.67,Debit Card,0,0
02936,Kathryn Vasquez,kathryn.va@yahoo.com,31,Female,70995,2,356.01,Toys,59.88,PayPal,0,0
02937,Jenny Velasquez,jenny.ve@gmail.com,32,Female,51858,5,1450.97,Sports,53.43,PayPal,0,0
02938,Amy Turner,amy.tu@yahoo.com,41,Male,49182,1,189.89,Toys,20.14,Debit Card,1,0
02939,Nancy Carlson,nancy.ca@yahoo.com,30,Male,52756,1,421.74,Electronic,47.82,Wire,0,0
02940,William Mullen,william.mu@yahoo.com,48,Male,49675,1,387.28,Sports,52.47,Credit Card,0,0
02941,Mary Reynolds,mary.re@hotmail.com,37,Female,31065,3,323.76,Fashion,40.76,Wire,0,0
02942,Nicholas Hawkins,nicholas.ha@yahoo.com,31,Male,60353,1,193.55,Sports,7.88,Debit Card,0,0
02943,Sabrina Keller,sabrina.ke@hotmail.com,37,Female,40806,1,258.44,Toys,37.56,Credit Card,0,0
02944,Roger Robinson,roger.ro@hotmail.com,45,Female,58005,4,1042.01,Fashion,25.05,Debit Card,0,0
02945,Erica Burton,erica.bu@gmail.com,39,Female,82507,2,226.16,Toys,57.2,Debit Card,0,0
02946,Aaron Rodriguez,aaron.ro@yahoo.com,37,Male,23431,1,100.58,Home,50.63,Credit Card,1,0
02947,Nicole Graham,nicole.gr@gmail.com,39,Female,68411,3,411.33,Books,18.62,Credit Card,0,0
02948,Dalton Davis,dalton.da@yahoo.com,38,Female,44700,4,1941.36,Electronic,22.27,Wire,0,0
02949,Tracy Bryant,tracy.br@hotmail.com,40,Female,22796,1,230.37,Books,20.74,Wire,0,0
02950,Angel Wolf,angel.wo@gmail.com,36,Male,27518,1,238.82,Sports,58.35,Debit Card,0,0
02951,Jodi Young,jodi.yo@yahoo.com,18,Female,69495,3,789.83,Toys,22.37,Wire,0,0
02952,Melissa Gillespie,melissa.gi@yahoo.com,37,Male,53481,1,213.38,Home,37.04,Credit Card,0,0
02953,Brian Pennington,brian.pe@gmail.com,49,Male,60083,1,204.49,Fashion,11.9,PayPal,0,0
02954,Richard Robinson,richard.ro@yahoo.com,23,Male,49573,1,311.3,Home,19.94,Wire,1,0
02955,Susan Joseph,susan.jo@yahoo.com,52,Female,10000,3,939.19,Fashion,46.15,Wire,0,0
02956,Tracy Williamson,tracy.wi@gmail.com,18,Female,44546,1,48.26,Home,56.63,Credit Card,0,0
02957,Melissa Wheeler,melissa.wh@hotmail.com,50,Female,40426,6,91.28,Home,61.5,PayPal,1,0
02958,Dylan Foley,dylan.fo@gmail.com,31,Female,51334,2,169.77,Home,54.59,Credit Card,0,1
02959,Jose Knight,jose.kn@hotmail.com,18,Female,43891,2,611.64,Home,43.96,Debit Card,0,0
02960,Debra Pena,debra.pe@gmail.com,26,Male,53733,2,254.6,Fashion,44.59,Debit Card,0,0
02961,Amber Villarreal,amber.vi@hotmail.com,49,Female,58281,4,1296.96,Electronic,42.64,Wire,0,0
02962,Patrick Moore,patrick.mo@hotmail.com,65,Female,51154,3,692.99,Fashion,52.86,PayPal,0,0
02963,Paul Moreno,paul.mo@hotmail.com,49,Male,23678,1,314.1,Sports,38.27,PayPal,0,0
02964,Jeffrey Harris,jeffrey.ha@yahoo.com,35,Male,57232,1,131.44,Home,36.53,Credit Card,0,0
02965,John Jensen,john.je@hotmail.com,36,Female,52946,4,814.77,Sports,52.24,PayPal,0,0
02966,Frank Wong,frank.wo@gmail.com,40,Female,46386,2,989.68,Home,15.54,Wire,0,0
02967,David Cobb,david.co@hotmail.com,34,Female,48093,2,772.34,Books,22.81,Wire,0,0
02968,Ryan Baker,ryan.ba@yahoo.com,29,Female,42095,3,1021.14,Books,38.8,Debit Card,0,0
02969,Paige Hernandez,paige.he@hotmail.com,24,Male,72942,1,114.95,Sports,53.27,Credit Card,0,0
02970,Laura Ritter,laura.ri@hotmail.com,41,Female,68502,3,1008.62,Books,36.2,Debit Card,0,0
02971,Tonya Delacruz,tonya.de@yahoo.com,44,Female,44156,1,333.5,Home,42.61,PayPal,0,0
02972,David Cruz,david.cr@yahoo.com,45,Female,41169,1,191.92,Home,17.31,Wire,0,0
02973,Sean Williamson,sean.wi@hotmail.com,27,Male,57545,1,390.24,Toys,45.0,Debit Card,0,0
02974,William Ray,william.ra@hotmail.com,32,Male,42746,1,385.22,Sports,45.05,Credit Card,0,0
02975,Joshua Soto,joshua.so@hotmail.com,27,Male,61741,3,334.75,Books,65.45,Debit Card,0,0
02976,Megan Acosta,megan.ac@yahoo.com,34,Male,69931,3,889.07,Home,62.16,Wire,1,0
02977,Erica Taylor,erica.ta@yahoo.com,47,Male,40490,2,890.63,Sports,11.72,PayPal,0,0
02978,Brenda Harrison,brenda.ha@gmail.com,21,Female,34406,3,592.33,Sports,60.7,Debit Card,0,0
02979,Kevin Reyes,kevin.re@yahoo.com,32,Female,46120,2,928.95,Sports,40.63,Wire,0,0
02980,Ian Osborne,ian.os@yahoo.com,38,Male,71491,1,78.4,Sports,21.11,Debit Card,1,0
02981,Steve Torres,steve.to@hotmail.com,35,Male,80572,1,334.79,Fashion,32.73,PayPal,0,0
02982,Karen Allen,karen.al@gmail.com,36,Female,42861,1,110.57,Books,55.24,Debit Card,1,0
02983,Lisa Gonzalez,lisa.go@hotmail.com,29,Male,32046,1,394.31,Books,32.82,Debit Card,0,0
02984,Brian Levy,brian.le@hotmail.com,21,Female,33019,1,164.67,Toys,7.65,PayPal,0,0
02985,Diane Adams,diane.ad@yahoo.com,32,Female,51338,2,497.84,Home,48.4,Wire,0,0
02986,Anna Miller,anna.mi@gmail.com,30,Male,72994,3,388.11,Electronic,34.19,Credit Card,0,0
02987,Michael Davis,michael.da@gmail.com,30,Male,45346,2,117.23,Toys,53.66,Wire,0,0
02988,Derrick Nielsen,derrick.ni@hotmail.com,24,Male,67177,1,21.35,Home,12.96,Debit Card,0,0
02989,Jeffery Powell,jeffery.po@hotmail.com,28,Female,57982,4,1173.99,Sports,65.2,PayPal,0,0
02990,Kyle Robertson,kyle.ro@hotmail.com,41,Female,60243,2,442.23,Fashion,51.04,Wire,0,0
02991,Roger White,roger.wh@gmail.com,41,Male,11462,4,1293.73,Fashion,22.63,Wire,0,0
02992,Amy Cook,amy.co@gmail.com,39,Other,49217,3,1402.0,Sports,40.73,Wire,0,0
02993,Monica Campbell,monica.ca@gmail.com,53,Male,67474,3,1112.49,Toys,60.78,Debit Card,0,0
02994,Edward Torres,edward.to@hotmail.com,23,Male,89183,1,389.27,Fashion,34.58,Wire,0,0
02995,Janet Harris,janet.ha@yahoo.com,39,Male,53875,3,848.03,Sports,62.15,PayPal,0,0
02996,Matthew Stone,matthew.st@yahoo.com,34,Female,54307,4,884.07,Home,54.97,Wire,0,0
02997,David Sanchez,david.sa@hotmail.com,35,Male,18107,3,148.97,Fashion,51.57,PayPal,0,0
02998,Anna Johnson,anna.jo@gmail.com,41,Male,44292,3,750.88,Home,17.62,Wire,0,0
02999,Joseph Perez,joseph.pe@gmail.com,21,Male,28902,2,114.46,Sports,55.61,Wire,0,0
03000,Traci Welch,traci.we@gmail.com,26,Female,45186,1,421.97,Home,39.15,Debit Card,0,0
03001,Laura Santiago,laura.sa@hotmail.com,32,Female,65130,1,245.11,Books,59.11,Wire,1,0
03002,Angela Cherry,angela.ch@hotmail.com,34,Female,49515,3,1473.38,Home,13.77,Credit Card,1,0
03003,William Williamson,william.wi@hotmail.com,49,Female,69803,2,305.19,Home,62.98,Credit Card,0,0
03004,Julie Ross,julie.ro@hotmail.com,43,Male,38915,3,35.15,Electronic,23.77,Wire,1,0
03005,Martha Douglas,martha.do@yahoo.com,32,Female,36332,1,389.03,Home,56.67,Credit Card,0,0
03006,Roy Marshall,roy.ma@gmail.com,29,Female,62531,1,289.8,Fashion,36.56,Wire,0,0
03007,Thomas Green,thomas.gr@yahoo.com,31,Female,49353,3,1057.35,Electronic,28.93,Credit Card,1,0
03008,Terri Williams,terri.wi@hotmail.com,39,Female,30360,3,51.11,Fashion,17.86,PayPal,0,0
03009,Jasmine Anderson,jasmine.an@hotmail.com,33,Male,68253,3,1131.73,Sports,38.93,Credit Card,0,0
03010,Arthur Harris,arthur.ha@gmail.com,29,Female,10749,2,579.41,Home,38.0,Debit Card,0,0
03011,Peggy Greene,peggy.gr@gmail.com,42,Female,34968,1,204.65,Sports,8.26,Debit Card,0,0
03012,Stephanie Dixon,stephanie.di@yahoo.com,34,Other,42793,4,1290.33,Sports,29.15,Wire,0,0
03013,Kyle Murray,kyle.mu@yahoo.com,31,Female,45476,1,450.48,Electronic,10.83,Wire,0,0
03014,Robert Miller,robert.mi@gmail.com,21,Other,33421,1,125.01,Sports,16.7,PayPal,0,0
03015,Alexander Gordon,alexander.go@hotmail.com,42,Female,45262,1,466.4,Electronic,38.61,PayPal,0,0
03016,David Garcia,david.ga@yahoo.com,50,Male,53760,3,268.54,Toys,54.77,Wire,0,0
03017,Preston Evans,preston.ev@gmail.com,32,Female,52208,2,335.08,Sports,17.22,Wire,0,0
03018,Julie Nelson,julie.ne@gmail.com,31,Female,46737,5,2104.8,Toys,38.32,Debit Card,0,0
03019,Brandon Davenport,brandon.da@gmail.com,37,Female,74888,3,152.56,Electronic,14.23,Wire,0,0
03020,Janice Bailey,janice.ba@yahoo.com,34,Male,51598,2,815.95,Electronic,25.89,Credit Card,0,0
03021,Tyler Russell,tyler.ru@yahoo.com,25,Female,65953,2,271.38,Books,24.6,Debit Card,0,0
03022,Anne Lee,anne.le@yahoo.com,28,Male,57495,4,1828.11,Toys,59.79,Credit Card,0,0
03023,Dawn Schwartz,dawn.sc@gmail.com,31,Female,43008,3,1238.16,Books,65.59,Wire,0,0
03024,Alicia Harrison,alicia.ha@yahoo.com,34,Male,57357,4,1958.82,Home,30.43,Wire,0,0
03025,Matthew Roberts,matthew.ro@gmail.com,30,Male,27916,1,85.79,Toys,45.59,Wire,0,0
03026,Christina Martinez,christina.ma@gmail.com,42,Male,37744,2,406.09,Toys,19.88,Wire,1,0
03027,Jeff Caldwell,jeff.ca@yahoo.com,36,Female,57442,2,340.75,Sports,30.6,Credit Card,1,0
03028,Deanna Morrison,deanna.mo@yahoo.com,26,Other,49722,2,773.34,Books,23.17,Debit Card,0,0
03029,Kimberly Clay,kimberly.cl@yahoo.com,20,Female,63847,3,1078.61,Toys,38.26,Credit Card,1,0
03030,Kathleen Medina,kathleen.me@yahoo.com,40,Male,50364,5,2122.03,Books,46.44,PayPal,0,0
03031,Holly Ramirez,holly.ra@gmail.com,41,Female,35018,2,140.72,Books,18.25,Credit Card,0,0
03032,Lee Lee,lee.le@gmail.com,35,Male,55837,1,164.21,Electronic,42.55,Wire,1,0
03033,Ryan Chaney,ryan.ch@gmail.com,21,Male,95061,2,909.77,Toys,21.17,PayPal,1,0
03034,Rebecca Rush,rebecca.ru@yahoo.com,39,Male,58019,1,469.93,Sports,17.27,Debit Card,0,0
03035,Catherine Hensley,catherine.he@hotmail.com,34,Female,77381,3,985.43,Books,29.03,PayPal,1,0
03036,Jennifer Bell,jennifer.be@gmail.com,33,Male,25232,1,239.39,Sports,36.77,Debit Card,1,0
03037,Caitlin Wise,caitlin.wi@yahoo.com,35,Female,53920,2,723.82,Toys,17.55,PayPal,0,0
03038,Sierra Edwards,sierra.ed@yahoo.com,34,Female,52737,3,1314.99,Books,56.28,Debit Card,0,0
03039,Richard Frank,richard.fr@hotmail.com,28,Male,67487,2,378.39,Sports,33.14,Credit Card,0,0
03040,Tracy Jones,tracy.jo@gmail.com,18,Female,38251,3,888.26,Books,45.55,Debit Card,0,0
03041,Alice Davis,alice.da@hotmail.com,19,Female,61390,1,30.41,Home,28.41,Credit Card,0,0
03042,Diane Brown,diane.br@yahoo.com,18,Female,35674,2,709.45,Books,24.79,Debit Card,0,0
03043,Ruth Stuart,ruth.st@gmail.com,39,Other,62589,1,308.58,Home,51.85,PayPal,0,0
03044,Melissa Bond,melissa.bo@hotmail.com,46,Female,29242,4,90.7,Fashion,20.28,Wire,1,0
03045,Jason Davis,jason.da@hotmail.com,54,Male,47689,1,203.32,Home,22.5,PayPal,0,0
03046,Jillian Hill,jillian.hi@hotmail.com,36,Female,40923,4,849.46,Sports,24.8,Credit Card,0,0
03047,Jesus Peterson,jesus.pe@gmail.com,44,Female,20696,2,894.99,Fashion,44.35,Debit Card,0,0
03048,Andrew Chase,andrew.ch@yahoo.com,45,Female,44469,1,48.73,Home,59.94,Wire,0,0
03049,Monica Russell,monica.ru@yahoo.com,33,Male,69166,2,748.99,Home,31.35,Credit Card,0,0
03050,Richard Shah,richard.sh@yahoo.com,31,Male,39952,3,209.14,Fashion,19.04,PayPal,0,0
03051,Kimberly Hebert,kimberly.he@gmail.com,34,Female,61748,1,20.97,Home,61.32,Wire,0,0
03052,Mitchell Bennett,mitchell.be@gmail.com,30,Male,40518,2,124.08,Fashion,19.72,Credit Card,1,0
03053,Tina Burton,tina.bu@hotmail.com,47,Male,43241,2,762.32,Toys,30.32,Credit Card,0,1
03054,Meagan Gonzalez,meagan.go@gmail.com,37,Female,34734,2,385.12,Toys,53.16,PayPal,0,0
03055,Ebony Odom,ebony.od@gmail.com,36,Male,53444,1,26.05,Electronic,51.84,Wire,1,0
03056,Erin Friedman,erin.fr@gmail.com,43,Male,23855,2,755.03,Sports,49.57,Credit Card,0,0
03057,Caitlin Oneill,caitlin.on@gmail.com,25,Male,60049,1,331.14,Electronic,14.06,PayPal,0,0
03058,Sarah Walker,sarah.wa@gmail.com,35,Male,68865,2,563.36,Books,9.57,Debit Card,0,1
03059,Victoria Barber,victoria.ba@yahoo.com,44,Male,21411,2,70.69,Home,14.87,Debit Card,0,0
03060,Karen Bowman,karen.bo@yahoo.com,28,Male,61066,1,336.55,Home,50.53,Debit Card,0,0
03061,Paula Tate,paula.ta@hotmail.com,31,Male,36499,2,989.15,Home,47.73,Credit Card,0,0
03062,Stephen Smith,stephen.sm@yahoo.com,36,Male,10000,1,95.82,Toys,61.92,PayPal,1,0
